5,0.000009,1,0,2,4,3
50,0.000075,15,24,30,4,36,3,47,8,21,44,0,11,40,18,33,29,34,20,39,45,17,19,12,25,2,31,7,9,48,5,42,43,10,41,23,13,27,38,1,32,37,28,16,22,6,35,26,46,14,49
