5,0.000173,10
50,0.000183,313
100,0.000169,1003
200,0.000246,1213
300,0.000409,2143
400,0.000559,3381
500,0.001201,4118
600,0.001621,5659
700,0.001758,6586
800,0.002507,5143
900,0.002974,9490
1000,0.003498,8223
1500,0.006267,13910
2000,0.011630,17635
2500,0.017478,28309
3000,0.024265,27738
4000,0.054827,38655
5000,0.066619,59935
6000,0.095640,62428
7000,0.125513,86045
8000,0.164120,81348
9000,0.217202,106689
5,0.000522,11
50,0.004361,168
100,0.004856,471
200,0.000807,2304
300,0.000941,2160
400,0.000917,2797
500,0.000907,3525
600,0.001403,3892
700,0.002047,4968
800,0.002194,6091
900,0.002734,8775
1000,0.003576,7886
1500,0.006390,12413
2000,0.011583,21681
2500,0.016292,18904
3000,0.023697,34137
4000,0.043272,43261
5000,0.061798,60725
6000,0.094964,72046
7000,0.129083,75661
8000,0.171109,100081
9000,0.216842,111178
5,0.000492,8
50,0.000463,161
100,0.000640,567
200,0.000963,1150
300,0.001356,1762
400,0.001187,3062
500,0.001271,4441
600,0.001496,5486
700,0.001834,5624
800,0.002266,4878
900,0.002795,10357
1000,0.002988,8175
1500,0.006831,16660
2000,0.011599,23517
2500,0.017286,24514
3000,0.023359,29822
4000,0.040968,37219
5000,0.061896,46942
6000,0.101650,54521
7000,0.130202,85772
8000,0.167607,93600
9000,0.215395,99385
5,0.000476,9
50,0.000624,305
100,0.000594,711
200,0.003946,1052
300,0.001969,2506
400,0.000841,3028
500,0.001036,3141
600,0.001357,4773
700,0.001681,5343
800,0.002078,6348
900,0.003857,6820
1000,0.004115,13006
1500,0.007187,17873
2000,0.010675,20612
2500,0.016994,39026
3000,0.023465,30339
4000,0.042760,37828
5000,0.062268,45425
6000,0.096669,68084
7000,0.126168,75867
8000,0.183077,109365
9000,0.221053,94724
5,0.000472,18
50,0.000632,235
100,0.000750,607
200,0.001102,1584
300,0.001002,2680
400,0.000994,3293
500,0.000966,4567
600,0.001853,5715
700,0.002640,5773
800,0.002310,6689
900,0.002736,11809
1000,0.003790,7540
1500,0.006128,14514
2000,0.011599,17480
2500,0.016896,23297
3000,0.022754,27438
4000,0.041144,40919
5000,0.065899,67488
6000,0.105337,67588
7000,0.129373,66379
8000,0.165137,93536
9000,0.220987,92233
5,0.000545,15
50,0.000680,223
100,0.000455,815
200,0.002445,1203
300,0.001053,3138
400,0.001922,3362
500,0.000839,3063
600,0.001475,4686
700,0.001896,4717
800,0.002223,7922
900,0.002835,6765
1000,0.003428,9989
1500,0.006727,11901
2000,0.011120,18488
2500,0.016532,26043
3000,0.023368,27314
4000,0.042319,35049
5000,0.062090,57995
6000,0.093547,59626
7000,0.126595,66532
8000,0.168479,91906
9000,0.218464,114230
5,0.000438,14
50,0.000546,289
100,0.000477,454
200,0.001389,1634
300,0.001050,2588
400,0.000885,3722
500,0.000915,5604
600,0.001373,5096
700,0.001617,4902
800,0.003040,5618
900,0.003176,8006
1000,0.003074,10804
1500,0.006451,17676
2000,0.010902,19552
2500,0.017201,25601
3000,0.024383,29021
4000,0.039950,38886
5000,0.062858,48468
6000,0.092774,67350
7000,0.128548,68155
8000,0.168309,122510
9000,0.218343,103851
5,0.000431,17
50,0.000599,290
100,0.000409,433
200,0.001081,1305
300,0.002591,2036
400,0.001140,2931
500,0.001248,2815
600,0.003075,4406
700,0.002172,6737
800,0.002136,6010
900,0.002680,8267
1000,0.003233,9937
1500,0.006376,12702
2000,0.011608,24524
2500,0.017028,28311
3000,0.023576,31345
4000,0.040455,47497
5000,0.061321,54069
6000,0.102291,61467
7000,0.129702,88226
8000,0.169823,108172
9000,0.222027,142851
