5,0.000064,37
5,0.000050,5
50,0.000183,4852
50,0.000054,50
100,0.000643,19702
100,0.000146,100
200,0.002873,79402
200,0.000463,200
300,0.005417,179102
300,0.000966,300
400,0.009452,318802
400,0.001060,400
500,0.016909,498502
500,0.001024,500
600,0.023107,718202
600,0.001109,600
700,0.029293,977902
700,0.002560,700
800,0.040022,1277602
800,0.001725,800
900,0.054195,1617302
900,0.002106,900
1000,0.072059,1997002
1000,0.002625,1000
1500,0.169770,4495502
1500,0.005525,1500
2000,0.301694,7994002
2000,0.009423,2000
2500,0.468423,12492502
2500,0.014868,2500
3000,0.683483,17991002
3000,0.019744,3000
4000,1.230857,31988002
4000,0.035429,4000
5000,1.975513,49985002
5000,0.052625,5000
6000,2.857595,71982002
6000,0.077255,6000
7000,3.961476,97979002
7000,0.103941,7000
8000,5.522608,127976002
8000,0.135734,8000
9000,7.148926,161973002
9000,0.168746,9000
5,0.001115,37
5,0.000414,5
50,0.000348,4852
50,0.000308,50
100,0.000568,19702
100,0.000923,100
200,0.002601,79402
200,0.000534,200
300,0.005391,179102
300,0.000781,300
400,0.009817,318802
400,0.001489,400
500,0.014372,498502
500,0.000854,500
600,0.021754,718202
600,0.001109,600
700,0.030288,977902
700,0.003017,700
800,0.038992,1277602
800,0.001941,800
900,0.052392,1617302
900,0.002059,900
1000,0.072968,1997002
1000,0.002632,1000
1500,0.166429,4495502
1500,0.005643,1500
2000,0.299496,7994002
2000,0.009719,2000
2500,0.466741,12492502
2500,0.014549,2500
3000,0.677036,17991002
3000,0.020184,3000
4000,1.228572,31988002
4000,0.035227,4000
5000,1.959917,49985002
5000,0.053426,5000
6000,2.895441,71982002
6000,0.077541,6000
7000,4.106039,97979002
7000,0.104862,7000
8000,5.572618,127976002
8000,0.135224,8000
9000,7.239883,161973002
9000,0.168661,9000
5,0.000398,37
5,0.000417,5
50,0.000293,4852
50,0.001388,50
100,0.000558,19702
100,0.000454,100
200,0.002933,79402
200,0.000504,200
300,0.006199,179102
300,0.000807,300
400,0.009079,318802
400,0.000948,400
500,0.015400,498502
500,0.001996,500
600,0.021768,718202
600,0.001390,600
700,0.031399,977902
700,0.001358,700
800,0.041603,1277602
800,0.001685,800
900,0.054244,1617302
900,0.002078,900
1000,0.072694,1997002
1000,0.002566,1000
1500,0.167381,4495502
1500,0.005226,1500
2000,0.300897,7994002
2000,0.009757,2000
2500,0.471180,12492502
2500,0.013882,2500
3000,0.679146,17991002
3000,0.019952,3000
4000,1.250216,31988002
4000,0.034373,4000
5000,1.947132,49985002
5000,0.054930,5000
6000,2.843546,71982002
6000,0.077599,6000
7000,4.025860,97979002
7000,0.104254,7000
8000,5.686764,127976002
8000,0.135809,8000
9000,7.177113,161973002
9000,0.170121,9000
5,0.000648,37
5,0.000306,5
50,0.000304,4852
50,0.000563,50
100,0.000748,19702
100,0.000510,100
200,0.002420,79402
200,0.000753,200
300,0.005784,179102
300,0.003061,300
400,0.009544,318802
400,0.000910,400
500,0.015133,498502
500,0.001242,500
600,0.021720,718202
600,0.001128,600
700,0.029338,977902
700,0.002903,700
800,0.042685,1277602
800,0.001888,800
900,0.054857,1617302
900,0.002216,900
1000,0.074609,1997002
1000,0.002599,1000
1500,0.169883,4495502
1500,0.005260,1500
2000,0.298393,7994002
2000,0.009350,2000
2500,0.467687,12492502
2500,0.014242,2500
3000,0.683327,17991002
3000,0.020197,3000
4000,1.224858,31988002
4000,0.034521,4000
