5,0.000002
50,0.000025
100,0.000048
200,0.000119
300,0.000294
400,0.000445
500,0.000566
600,0.001107
700,0.001784
800,0.001480
900,0.002047
1000,0.003063
1500,0.005465
2000,0.008865
2500,0.015074
3000,0.020175
4000,0.037405
5000,0.059022
6000,0.079901
7000,0.110964
8000,0.144367
9000,0.186637
