5,0.000002
50,0.000019
100,0.000190
200,0.000157
300,0.000260
400,0.000443
500,0.000691
600,0.001429
700,0.001400
800,0.002112
900,0.002519
1000,0.003112
1500,0.006476
2000,0.014154
2500,0.017137
3000,0.025215
4000,0.041603
5000,0.065895
6000,0.091392
7000,0.123784
8000,0.164808
9000,0.216032
5,0.000002
50,0.000017
100,0.000053
200,0.000350
300,0.000316
400,0.000447
500,0.000744
600,0.001244
700,0.001897
800,0.001817
900,0.002460
1000,0.003373
1500,0.006008
2000,0.010950
2500,0.016186
3000,0.023538
4000,0.040550
5000,0.061708
6000,0.090657
7000,0.122713
8000,0.163910
9000,0.211796
5,0.000002
50,0.000021
100,0.000050
200,0.000195
300,0.000419
400,0.000482
500,0.000843
600,0.001639
700,0.001876
800,0.002353
900,0.002360
1000,0.002996
1500,0.006127
2000,0.010255
2500,0.015363
3000,0.022921
4000,0.044171
5000,0.068651
6000,0.092172
7000,0.122242
8000,0.166422
9000,0.222810
5,0.000002
50,0.000016
100,0.000060
200,0.000216
300,0.000356
400,0.000554
500,0.000906
600,0.001629
700,0.001661
800,0.001956
900,0.003198
1000,0.002917
1500,0.005898
2000,0.010311
2500,0.015803
3000,0.024095
4000,0.042862
5000,0.061229
6000,0.093200
7000,0.126653
8000,0.184019
9000,0.211267
5,0.000002
50,0.000016
100,0.000057
200,0.000200
300,0.000375
400,0.000612
500,0.000784
600,0.001245
700,0.001690
800,0.001972
900,0.003117
1000,0.003124
1500,0.005996
2000,0.011409
2500,0.016286
3000,0.023774
4000,0.041826
5000,0.067639
6000,0.107953
7000,0.125819
8000,0.181573
9000,0.223045
5,0.000002
50,0.000021
100,0.000049
200,0.000187
300,0.000397
400,0.000620
500,0.001170
600,0.001386
700,0.002423
800,0.001822
900,0.003833
1000,0.002939
1500,0.006176
2000,0.010818
2500,0.015217
3000,0.031165
4000,0.043182
5000,0.061886
6000,0.099654
7000,0.149519
8000,0.167563
9000,0.216848
5,0.000002
50,0.000016
100,0.000043
200,0.000171
300,0.000329
400,0.000561
500,0.000916
600,0.001675
700,0.001714
800,0.001946
900,0.002473
1000,0.002978
1500,0.006713
2000,0.010125
2500,0.015829
3000,0.024380
4000,0.040846
5000,0.061531
6000,0.097976
7000,0.128774
8000,0.168028
9000,0.227941
