5,0.000075,37
5,0.000051,5
5,0.000091,17
50,0.000178,4852
50,0.000048,50
50,0.000071,290
100,0.005145,19702
100,0.001028,100
100,0.001547,433
200,0.002269,79402
200,0.000622,200
200,0.002157,1305
300,0.006571,179102
300,0.001231,300
300,0.000842,2036
400,0.009624,318802
400,0.000875,400
400,0.000975,2931
500,0.015498,498502
500,0.000917,500
500,0.000918,2815
600,0.021481,718202
600,0.001270,600
600,0.001540,4406
700,0.030739,977902
700,0.001274,700
700,0.003102,6737
800,0.041316,1277602
800,0.001382,800
800,0.002048,6010
900,0.052145,1617302
900,0.002201,900
900,0.002815,8267
1000,0.070259,1997002
1000,0.006553,1000
1000,0.003107,9937
1500,0.171451,4495502
1500,0.005778,1500
1500,0.006704,12702
2000,0.315232,7994002
2000,0.009772,2000
2000,0.011776,24524
2500,0.476833,12492502
2500,0.014802,2500
2500,0.016393,28311
3000,0.696182,17991002
3000,0.020159,3000
3000,0.023660,31345
4000,1.251549,31988002
4000,0.035934,4000
4000,0.041667,47497
5000,2.036596,49985002
5000,0.054045,5000
5000,0.065990,54069
6000,2.914193,71982002
6000,0.089947,6000
6000,0.095312,61467
7000,4.100528,97979002
7000,0.158743,7000
7000,0.133901,88226
8000,5.755975,127976002
8000,0.143102,8000
8000,0.176571,108172
9000,7.541499,161973002
9000,0.187096,9000
9000,0.215560,142851
