5,0.000002
50,0.000029
100,0.000056
200,0.000140
300,0.000234
400,0.000618
500,0.000851
600,0.001907
700,0.001448
800,0.001788
900,0.002542
1000,0.003274
1500,0.005982
2000,0.011038
2500,0.016572
3000,0.022889
4000,0.041016
5000,0.062586
5,0.000004
50,0.000033
100,0.000061
200,0.000203
300,0.000262
400,0.000634
500,0.000726
600,0.001130
700,0.001612
800,0.002334
900,0.002480
1000,0.003107
1500,0.007298
2000,0.011204
2500,0.016566
3000,0.022647
4000,0.042326
5000,0.061504
5,0.000002
50,0.000019
100,0.000063
200,0.000184
300,0.000556
400,0.000422
500,0.000811
600,0.001508
700,0.001442
800,0.002337
900,0.002482
1000,0.002903
1500,0.006509
2000,0.010814
2500,0.017347
3000,0.028612
4000,0.042362
5000,0.061448
5,0.000003
50,0.000027
100,0.000068
200,0.000212
300,0.000313
400,0.000580
500,0.000781
600,0.001286
700,0.002094
800,0.002825
900,0.003297
1000,0.003120
1500,0.006309
2000,0.010277
2500,0.015872
3000,0.022701
4000,0.041000
5000,0.061734
5,0.000002
50,0.000019
100,0.000053
200,0.000196
300,0.000430
400,0.000503
500,0.000651
600,0.001208
700,0.001796
800,0.002253
900,0.002606
1000,0.003114
1500,0.005859
2000,0.011450
2500,0.016812
3000,0.023312
4000,0.040363
5000,0.072701
5,0.000002
50,0.000052
100,0.000057
200,0.000292
300,0.000364
400,0.000860
500,0.001100
600,0.001402
700,0.001682
800,0.002406
900,0.002310
1000,0.002841
1500,0.006681
2000,0.012808
2500,0.018093
3000,0.022636
4000,0.047355
5000,0.063800
5,0.000002
50,0.000034
100,0.000182
200,0.000248
300,0.000513
400,0.000623
500,0.000903
600,0.001499
700,0.001557
800,0.002019
900,0.002701
1000,0.002897
1500,0.006048
2000,0.010035
2500,0.016747
3000,0.024329
4000,0.056698
5000,0.078657
5,0.000004
50,0.000012
100,0.000080
200,0.000304
300,0.000621
400,0.000953
500,0.000911
600,0.001043
700,0.001744
800,0.001918
900,0.002525
1000,0.002715
1500,0.008199
2000,0.012123
2500,0.015626
3000,0.023169
4000,0.044419
5000,0.061390
5,0.000002
50,0.000011
100,0.000058
200,0.000150
300,0.000455
400,0.000687
500,0.000787
600,0.001306
700,0.001791
800,0.001969
900,0.002389
1000,0.003061
1500,0.006707
2000,0.011267
2500,0.015919
3000,0.023806
4000,0.039847
5000,0.061932
5,0.000002
50,0.000017
100,0.000078
200,0.000170
300,0.000355
400,0.000505
500,0.000661
600,0.001164
700,0.001638
800,0.002669
900,0.002299
1000,0.003049
1500,0.006228
2000,0.010877
2500,0.016233
3000,0.024739
4000,0.040563
5000,0.060970
5,0.000003
50,0.000017
100,0.000059
200,0.000213
300,0.000432
400,0.000547
500,0.000716
600,0.001089
700,0.001757
800,0.001950
900,0.002303
1000,0.003197
1500,0.006137
2000,0.010968
2500,0.016679
3000,0.025321
4000,0.041931
5000,0.062956
5,0.000003
50,0.000019
100,0.000071
200,0.000261
300,0.000385
400,0.000705
500,0.000963
600,0.001268
700,0.001531
800,0.002111
900,0.002371
1000,0.003374
1500,0.006706
2000,0.012068
2500,0.019103
3000,0.026068
4000,0.041314
5000,0.064221
5,0.000002
50,0.000030
100,0.000097
200,0.000209
300,0.000427
400,0.000712
500,0.001047
600,0.001179
700,0.001927
800,0.001843
900,0.002977
1000,0.002926
1500,0.006440
2000,0.010063
2500,0.016725
3000,0.024525
4000,0.042370
5000,0.068972
5,0.000003
50,0.000012
100,0.000044
200,0.000213
300,0.000438
400,0.000535
500,0.000880
600,0.001264
700,0.001728
800,0.001954
900,0.002636
1000,0.003373
1500,0.006742
2000,0.009983
2500,0.016992
3000,0.024501
4000,0.042781
5000,0.074523
5,0.000002
50,0.000020
100,0.000137
200,0.000406
300,0.000336
400,0.000545
500,0.000952
600,0.001163
700,0.001884
800,0.002631
900,0.002802
1000,0.003221
1500,0.005825
2000,0.010358
2500,0.015925
3000,0.023971
4000,0.046260
5000,0.083486
5,0.000003
50,0.000015
100,0.000076
200,0.000263
300,0.000535
400,0.000593
500,0.000908
600,0.001277
700,0.001877
800,0.002332
900,0.003232
1000,0.003268
1500,0.006880
2000,0.010971
2500,0.016169
3000,0.023897
4000,0.043765
5000,0.072733
5,0.000004
50,0.000013
100,0.000042
200,0.000274
300,0.000578
400,0.000507
500,0.000927
600,0.001251
700,0.001716
800,0.001881
900,0.002953
1000,0.002754
1500,0.006617
2000,0.011149
2500,0.016023
3000,0.024512
4000,0.043459
5000,0.072190
5,0.000002
50,0.000014
100,0.000130
200,0.000183
3
