5,0.000049,37
5,0.000056,5
50,0.000182,4852
50,0.000058,50
100,0.001004,19702
100,0.000084,100
200,0.002549,79402
200,0.000415,200
300,0.005286,179102
300,0.000989,300
400,0.010379,318802
400,0.000990,400
500,0.014963,498502
500,0.000871,500
600,0.021624,718202
600,0.001104,600
700,0.032259,977902
700,0.001917,700
800,0.039471,1277602
800,0.002642,800
900,0.057753,1617302
900,0.002047,900
1000,0.070175,1997002
1000,0.002591,1000
1500,0.165626,4495502
1500,0.005551,1500
2000,0.295527,7994002
2000,0.010189,2000
2500,0.470613,12492502
2500,0.014231,2500
3000,0.677670,17991002
3000,0.020338,3000
4000,1.233273,31988002
4000,0.038709,4000
5000,1.975924,49985002
5000,0.052985,5000
6000,2.905551,71982002
6000,0.077712,6000
7000,3.997183,97979002
7000,0.109977,7000
8000,5.664367,127976002
8000,0.137737,8000
9000,7.490776,161973002
9000,0.191433,9000
5,0.000489,37
5,0.000452,5
50,0.000400,4852
50,0.000502,50
100,0.001227,19702
100,0.000478,100
200,0.002409,79402
200,0.000565,200
300,0.005151,179102
300,0.001037,300
400,0.010109,318802
400,0.001088,400
500,0.014313,498502
500,0.000874,500
600,0.020944,718202
600,0.001049,600
700,0.030281,977902
700,0.001605,700
800,0.039574,1277602
800,0.002718,800
900,0.052534,1617302
900,0.005974,900
1000,0.070274,1997002
1000,0.002684,1000
1500,0.164454,4495502
1500,0.005123,1500
2000,0.300557,7994002
2000,0.011087,2000
2500,0.490547,12492502
2500,0.014902,2500
3000,0.687010,17991002
3000,0.021511,3000
4000,1.249453,31988002
4000,0.034957,4000
5000,1.949990,49985002
5000,0.052861,5000
6000,2.774175,71982002
6000,0.075559,6000
7000,3.903009,97979002
7000,0.103162,7000
8000,5.606776,127976002
8000,0.133795,8000
9000,6.836610,161973002
9000,0.165302,9000
5,0.000391,37
5,0.000353,5
50,0.000429,4852
50,0.000471,50
100,0.000717,19702
100,0.000371,100
200,0.002455,79402
200,0.002227,200
300,0.005932,179102
300,0.001971,300
400,0.008847,318802
400,0.000810,400
500,0.014519,498502
500,0.000980,500
600,0.021570,718202
600,0.001260,600
700,0.029293,977902
700,0.001564,700
800,0.038172,1277602
800,0.001796,800
900,0.052286,1617302
900,0.002436,900
1000,0.071260,1997002
1000,0.002739,1000
1500,0.165799,4495502
1500,0.005545,1500
2000,0.296438,7994002
2000,0.009182,2000
2500,0.462060,12492502
2500,0.014253,2500
3000,0.668498,17991002
3000,0.019645,3000
4000,1.213088,31988002
4000,0.034343,4000
5000,1.941007,49985002
5000,0.052909,5000
6000,2.782413,71982002
6000,0.077016,6000
7000,4.208450,97979002
7000,0.105222,7000
8000,6.239669,127976002
8000,0.145685,8000
9000,6.902226,161973002
9000,0.167917,9000
5,0.000616,37
5,0.000496,5
50,0.000395,4852
50,0.000348,50
