5,0.000089,10
50,0.000090,184
100,0.000130,558
200,0.000260,1175
300,0.000415,2945
400,0.000558,3170
500,0.001466,3445
600,0.001512,5065
700,0.002077,6353
800,0.002300,8001
900,0.002584,6597
1000,0.003286,10350
1500,0.007728,16202
2000,0.011323,22242
2500,0.017082,22145
3000,0.026340,28003
4000,0.047307,42564
5000,0.067139,51992
6000,0.095159,64068
7000,0.137291,71599
8000,0.164431,89613
9000,0.234707,84827
5,0.000639,13
50,0.000769,243
100,0.002571,484
200,0.004963,1301
300,0.001101,1485
400,0.000947,2772
500,0.000899,3910
600,0.001551,5745
700,0.001991,5639
800,0.002990,7870
900,0.003287,10205
1000,0.003678,9323
1500,0.006302,12688
2000,0.011706,19276
2500,0.016232,21795
3000,0.024034,26553
4000,0.043884,43143
5000,0.062640,53377
6000,0.097557,62764
7000,0.133516,80986
8000,0.172997,100441
9000,0.238278,89588
5,0.000611,16
50,0.000424,254
100,0.000526,882
200,0.000958,1504
300,0.001125,1965
400,0.001010,2880
500,0.000837,3539
600,0.002147,5503
700,0.002396,6797
800,0.002324,6518
900,0.002941,7470
1000,0.003505,11448
1500,0.007198,18021
2000,0.011675,19047
2500,0.018069,27842
3000,0.023336,33053
4000,0.041087,44465
5000,0.062442,59659
6000,0.101911,61811
7000,0.127370,63458
8000,0.170821,78321
9000,0.217294,91521
5,0.000392,8
50,0.000778,186
100,0.000432,441
200,0.001066,1170
300,0.001154,1845
400,0.000931,2790
500,0.001027,3930
600,0.001615,4916
700,0.002039,6071
800,0.002375,8577
900,0.002893,6528
1000,0.003528,9194
1500,0.007895,15544
2000,0.011159,17528
2500,0.017357,28888
3000,0.028903,25452
4000,0.043062,46276
5000,0.064266,47435
6000,0.094951,73851
7000,0.131393,66961
8000,0.167517,89535
9000,0.220171,147965
5,0.000434,11
50,0.002260,232
100,0.000538,712
200,0.002273,1452
300,0.001060,1525
400,0.000953,2817
500,0.001074,4504
600,0.001362,4843
700,0.002130,6145
800,0.002108,7085
900,0.002517,7557
1000,0.003397,10612
1500,0.007449,13282
2000,0.012456,20831
2500,0.016289,28692
3000,0.024492,37453
4000,0.040621,43916
5000,0.063005,54581
6000,0.106068,72806
7000,0.128860,73622
8000,0.168617,81174
9000,0.222201,115780
5,0.000519,7
50,0.000451,240
100,0.000489,534
200,0.002090,1345
300,0.001069,1940
400,0.001071,2320
500,0.000908,5836
600,0.001288,4981
700,0.002295,4310
800,0.004778,6287
900,0.003795,8511
1000,0.003652,8089
1500,0.007011,11902
2000,0.011568,21331
2500,0.016071,31017
3000,0.022944,24660
4000,0.041859,52338
5000,0.062715,48217
6000,0.096093,60941
7000,0.142539,67226
8000,0.168140,94204
9000,0.225074,92573
5,0.000495,11
50,0.000530,227
100,0.000488,810
200,0.000999,1261
300,0.002637,2182
400,0.001028,3241
500,0.000957,3125
600,0.001386,6938
700,0.001892,4896
800,0.002175,6400
900,0.002700,6219
1000,0.003652,9768
1500,0.007122,14903
2000,0.012324,15274
2500,0.016130,21230
3000,0.023566,29157
4000,0.040997,35051
5000,0.071435,75757
6000,0.098479,87115
7000,0.127407,89145
8000,0.173417,88099
9000,0.223711,117846
5,0.000494,13
50,0.000727,287
100,0.000534,460
200,0.001620,1646
300,0.001025,3144
400,0.001018,4693
500,0.000931,5022
600,0.001517,5678
700,0.001740,4842
800,0.002255,7481
900,0.002669,8211
1000,0.003009,8342
1500,0.006697,14047
2000,0.011909,15524
2500,0.017155,27281
3000,0.023303,27009
4000,0.043348,40024
5000,0.073589,42527
6000,0.109065,64791
7000,0.136303,79189
8000,0.169550,88142
9000,0.224752,109366
