5,0.000055,37
5,0.000058,5
50,0.000184,4852
50,0.000296,50
100,0.000646,19702
100,0.000166,100
200,0.002450,79402
200,0.000383,200
300,0.005255,179102
300,0.000932,300
400,0.009627,318802
400,0.000480,400
500,0.014559,498502
500,0.000991,500
600,0.021666,718202
600,0.001244,600
700,0.029358,977902
700,0.001555,700
800,0.040513,1277602
800,0.001917,800
900,0.051660,1617302
900,0.002516,900
1000,0.065396,1997002
1000,0.003029,1000
1500,0.166069,4495502
1500,0.005616,1500
2000,0.295008,7994002
2000,0.009431,2000
2500,0.468543,12492502
2500,0.014523,2500
3000,0.673198,17991002
3000,0.020852,3000
4000,1.200290,31988002
4000,0.034069,4000
5000,1.943101,49985002
5000,0.053250,5000
6000,2.869494,71982002
6000,0.076972,6000
7000,4.032077,97979002
7000,0.103936,7000
8000,5.696982,127976002
8000,0.155581,8000
9000,8.637486,161973002
9000,0.166368,9000
5,0.000509,37
5,0.000373,5
50,0.000324,4852
50,0.000325,50
100,0.000678,19702
100,0.001573,100
200,0.002461,79402
200,0.000606,200
300,0.005227,179102
300,0.001082,300
400,0.009046,318802
400,0.000829,400
500,0.014364,498502
500,0.001142,500
600,0.021095,718202
600,0.001260,600
700,0.029099,977902
700,0.001651,700
800,0.039538,1277602
800,0.001906,800
900,0.063618,1617302
900,0.002995,900
1000,0.082414,1997002
1000,0.003009,1000
1500,0.167302,4495502
1500,0.007136,1500
2000,0.298955,7994002
2000,0.009940,2000
2500,0.463069,12492502
2500,0.016077,2500
3000,0.728548,17991002
3000,0.020194,3000
4000,1.229533,31988002
4000,0.035004,4000
5000,2.296737,49985002
5000,0.056613,5000
6000,3.121894,71982002
6000,0.074361,6000
7000,3.863090,97979002
7000,0.100051,7000
8000,5.327811,127976002
8000,0.132708,8000
9000,8.178130,161973002
9000,0.173441,9000
5,0.000663,37
5,0.000158,5
50,0.000312,4852
50,0.000414,50
100,0.000574,19702
100,0.000571,100
200,0.002486,79402
200,0.000526,200
300,0.005176,179102
300,0.001124,300
400,0.009423,318802
400,0.000661,400
500,0.014402,498502
500,0.000839,500
600,0.021961,718202
600,0.001302,600
700,0.029723,977902
700,0.001580,700
800,0.041827,1277602
800,0.001811,800
900,0.060447,1617302
900,0.002137,900
1000,0.073479,1997002
1000,0.002718,1000
1500,0.169456,4495502
1500,0.005805,1500
2000,0.318677,7994002
2000,0.009598,2000
2500,0.486715,12492502
2500,0.014049,2500
3000,0.712989,17991002
3000,0.020984,3000
4000,1.256118,31988002
4000,0.035673,4000
5000,1.924549,49985002
5000,0.053097,5000
6000,2.787182,71982002
6000,0.075873,6000
7000,3.884847,97979002
7000,0.102639,7000
8000,5.317397,127976002
8000,0.131906,8000
9000,6.789841,161973002
9000,0.167658,9000
5,0.000778,37
5,0.000565,5
50,0.000513,4852
50,0.000365,50
100,0.000704,19702
100,0.000437,100
200,0.002459,79402
200,0.000470,200
300,0.005706,179102
300,0.000930,300
400,0.009168,318802
400,0.000651,400
500,0.014609,498502
500,0.000922,500
600,0.021562,718202
600,0.001146,600
700,0.029389,977902
700,0.001558,700
800,0.039940,1277602
800,0.001785,800
900,0.052389,1617302
900,0.002066,900
1000,0.071724,1997002
1000,0.002588,1000
1500,0.176179,4495502
1500,0.005748,1500
2000,0.298188,7994002
2000,0.009556,2000
2500,0.472623,12492502
2500,0.015095,2500
3000,0.682927,17991002
3000,0.020156,3000
4000,1.204585,31988002
4000,0.040037,4000
5000,1.949587,49985002
5000,0.059643,5000
6000,2.802416,71982002
6000,0.078383,6000
7000,4.356037,97979002
7000,0.105416,7000
8000,6.212591,127976002
8000,0.145697,8000
9000,7.283767,161973002
9000,0.168765,9000
5,0.000497,37
5,0.000291,5
50,0.000288,4852
50,0.000282,50
100,0.000673,19702
100,0.001144,100
200,0.002435,79402
200,0.000638,200
300,0.005129,179102
300,0.000933,300
400,0.008858,318802
400,0.000623,400
500,0.014778,498502
500,0.001043,500
600,0.021313,718202
600,0.001089,600
700,0.028274,977902
700,0.001397,700
800,0.040644,1277602
800,0.001788,800
900,0.053019,1617302
900,0.002069,900
1000,0.068876,1997002
1000,0.002602,1000
1500,0.166079,4495502
1500,0.005074,1500
2000,0.297192,7994002
2000,0.009250,2000
2500,0.465207,12492502
2500,0.014063,2500
3000,0.674433,17991002
3000,0.019605,3000
4000,1.222036,31988002
4000,0.034736,4000
