5,0.000002
50,0.000047
100,0.000169
200,0.000134
300,0.000331
400,0.000635
500,0.000697
600,0.001378
700,0.001431
800,0.001848
900,0.002977
1000,0.003488
1500,0.006145
2000,0.010691
2500,0.017112
3000,0.024311
4000,0.041711
5000,0.067052
6000,0.105020
7000,0.119585
8000,0.170574
9000,0.214491
5,0.000002
50,0.000029
100,0.000106
200,0.000206
300,0.000490
400,0.000452
500,0.000983
600,0.001299
700,0.001727
800,0.001877
900,0.002880
1000,0.002941
1500,0.006216
2000,0.011088
2500,0.016380
3000,0.022721
4000,0.040798
5000,0.062066
6000,0.091660
7000,0.126956
8000,0.174509
9000,0.215924
5,0.000002
50,0.000017
100,0.000070
200,0.000197
300,0.000387
400,0.000442
500,0.000731
600,0.001279
700,0.001888
800,0.002011
900,0.002625
1000,0.003242
1500,0.006406
2000,0.010734
2500,0.016241
3000,0.022627
4000,0.039578
5000,0.060377
6000,0.093997
7000,0.137412
8000,0.179891
9000,0.212647
5,0.000002
50,0.000017
100,0.000062
200,0.000250
300,0.000355
400,0.000526
500,0.000693
600,0.001329
700,0.001741
800,0.002053
900,0.002790
1000,0.002891
1500,0.006398
2000,0.010868
2500,0.017508
3000,0.024552
4000,0.039679
5000,0.063259
6000,0.095456
7000,0.126952
8000,0.169172
9000,0.215816
5,0.000002
50,0.000033
100,0.000046
200,0.000186
300,0.000379
400,0.000543
500,0.000807
600,0.001396
700,0.001441
800,0.001843
900,0.002298
1000,0.002991
1500,0.006387
2000,0.010944
2500,0.015486
3000,0.022099
4000,0.040098
5000,0.062741
6000,0.095959
7000,0.125459
8000,0.171711
9000,0.218510
5,0.000002
50,0.000028
100,0.000049
200,0.000194
300,0.000499
400,0.000583
500,0.000699
600,0.001216
700,0.001775
800,0.002058
900,0.002793
1000,0.002951
1500,0.006609
2000,0.011789
2500,0.015686
3000,0.024171
4000,0.040193
5000,0.064383
6000,0.093291
7000,0.130790
8000,0.171438
9000,0.218700
5,0.000002
50,0.000019
100,0.000051
200,0.000174
300,0.000381
400,0.000538
500,0.000706
600,0.001206
700,0.001972
800,0.002210
900,0.002278
1000,0.003328
1500,0.006568
2000,0.010424
2500,0.015918
3000,0.022703
4000,0.039344
5000,0.060658
6000,0.096785
7000,0.127663
8000,0.160221
9000,0.204430
